locationEstudiante,locationSede,codigo_dane,tratamiento,par_id,pionero,edad,sexo,zona,ruralidad,pdet,zona_ptafi,tei_nivel_pre,tei_slope_pre,matricula_pre,num_jornadas,pct_jornada_completa,composicion_grados,CSL_total_correctas,CSL_pct_correctas,DPSS_total_correctas,DPSS_pct_correctas,LP_total_correctas,LP_pct_correctas,CL_total_correctas,CL_pct_correctas,miss_num_total_correctas,miss_num_pct_correctas,comp_mat_op_total_correctas,comp_mat_op_pct_correctas,sums_total_correctas,sums_pct_correctas,substract_total_correctas,substract_pct_correctas,mult_div_total_correctas,mult_div_pct_correctas,res_problems_total_correctas,res_problems_pct_correctas
81902492,176001043791,176001043791,1,1.0,1.0,9,1,URBANO,0.0,0.0,D,88.9038638514175,-1.1683834405399125,1260.0,1.0,0.0,4.0,8,13.33,39,78,75,45.45,4,66.67,7,70,4,40,20,80,11,40.74,5,50,1,16.67
81904236,366001000670,366001000670,0,4.0,0.0,8,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,11,18.33,33,66,48,29.09,4,66.67,10,100,7,70,12,48,10,37.04,5,50,1,16.67
81919664,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,14,23.33,30,60,88,53.33,2,33.33,9,90,9,90,23,92,26,96.3,10,100,6,100.0
81919692,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,9,15.0,13,26,71,43.03,3,50.0,8,80,7,70,18,72,15,55.56,10,100,5,83.33
81923113,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,19,31.67,50,100,129,78.18,5,83.33,9,90,8,80,25,100,27,100.0,9,90,5,83.33
81947703,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,11,18.33,44,88,108,65.45,5,83.33,8,80,7,70,21,84,19,70.37,5,50,3,50.0
81960034,344430001176,344430001176,0,3.0,0.0,8,1,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,0,0.0,50,100,104,63.03,2,33.33,8,80,5,50,25,100,27,100.0,5,50,5,83.33
82008529,195001001111,195001001111,1,10.0,0.0,8,1,URBANO,0.0,1.0,E,83.01764567898707,3.9711727661370446,1586.0,3.0,0.0,4.0,41,68.33,42,84,130,78.79,5,83.33,8,80,9,90,25,100,18,66.67,7,70,2,33.33
82013103,119001003981,119001003981,1,5.0,0.0,9,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,5,8.33,26,52,34,20.61,4,66.67,7,70,5,50,12,48,16,59.26,6,60,5,83.33
82018684,244430001635,244430001635,1,3.0,0.0,8,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,50,100,89,53.94,4,66.67,10,100,4,40,22,88,24,88.89,7,70,4,66.67
82061624,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,40,80,67,40.61,2,33.33,9,90,6,60,24,96,11,40.74,4,40,4,66.67
82066128,119548000251,119548000251,0,2.0,0.0,9,1,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,14,23.33,36,72,97,58.79,4,66.67,9,90,7,70,23,92,23,85.19,10,100,6,100.0
82079877,376001030965,376001030965,0,1.0,1.0,8,2,URBANO,0.0,0.0,D,95.16745953355237,,651.0,2.0,0.0,4.0,13,21.67,28,56,52,31.52,3,50.0,7,70,7,70,22,88,15,55.56,5,50,4,66.67
82087495,344430001176,344430001176,0,3.0,0.0,9,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,5,8.33,45,90,86,52.12,4,66.67,9,90,7,70,25,100,14,51.85,6,60,2,33.33
82099052,344430001176,344430001176,0,3.0,0.0,8,1,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,14,23.33,31,62,43,26.06,5,83.33,10,100,8,80,25,100,13,48.15,5,50,5,83.33
82106882,366001000670,366001000670,0,4.0,0.0,9,2,URBANO,0.0,0.0,C,97.53860577328943,,442.0,1.0,100.0,4.0,6,10.0,48,96,87,52.73,3,50.0,0,0,9,90,25,100,22,81.48,8,80,5,83.33
82112273,166001002215,166001002215,1,,,8,2,,,,,,,,,,,15,25.0,39,78,99,60.0,4,66.67,7,70,5,50,20,80,15,55.56,3,30,3,50.0
82128076,119001001474,119001001474,0,5.0,0.0,8,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,14,23.33,32,64,67,40.61,4,66.67,8,80,9,90,24,96,18,66.67,8,80,3,50.0
82130671,376563001844,376563001844,0,7.0,0.0,8,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,11,18.33,48,96,135,81.82,3,50.0,5,50,5,50,13,52,15,55.56,4,40,1,16.67
82132111,376563001844,376563001844,0,7.0,0.0,8,2,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,33,55.0,48,96,109,66.06,2,33.33,9,90,7,70,22,88,15,55.56,3,30,5,83.33
82149028,344430001176,344430001176,0,3.0,0.0,8,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,14,23.33,27,54,62,37.58,6,100.0,8,80,4,40,24,96,18,66.67,10,100,3,50.0
82165650,119548000014,119548000014,1,2.0,0.0,9,2,URBANO,0.0,0.0,D,88.12728061959906,-3.300015784652686,941.0,2.0,0.0,4.0,4,6.67,48,96,115,69.7,3,50.0,3,30,7,70,15,60,13,48.15,5,50,0,0.0
82172333,166001002215,166001002215,1,,,8,1,,,,,,,,,,,6,10.0,45,90,56,33.94,3,50.0,5,50,4,40,24,96,11,40.74,5,50,2,33.33
82204421,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,12,20.0,39,78,75,45.45,5,83.33,8,80,7,70,25,100,20,74.07,6,60,6,100.0
82258656,119001003981,119001003981,1,5.0,0.0,8,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,16,26.67,20,40,69,41.82,4,66.67,6,60,3,30,25,100,15,55.56,4,40,3,50.0
82297425,395001800056,395001800056,0,10.0,0.0,8,1,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,26,43.33,48,96,108,65.45,6,100.0,9,90,7,70,24,96,20,74.07,10,100,4,66.67
82298152,125754002066,125754002066,1,11.0,1.0,8,2,URBANO,0.0,0.0,C,96.69445516527318,-0.7963177379537711,3021.0,3.0,0.0,4.0,26,43.33,48,96,105,63.64,4,66.67,8,80,7,70,25,100,21,77.78,6,60,2,33.33
82299368,176563000032,176563000032,1,,,8,1,,,,,,,,,,,30,50.0,48,96,87,52.73,3,50.0,9,90,9,90,25,100,18,66.67,8,80,5,83.33
82300120,176563000032,176563000032,1,,,8,2,,,,,,,,,,,31,51.67,39,78,78,47.27,6,100.0,9,90,7,70,19,76,16,59.26,4,40,1,16.67
82302708,176563000032,176563000032,1,,,8,1,,,,,,,,,,,12,20.0,44,88,74,44.85,4,66.67,8,80,5,50,21,84,18,66.67,4,40,3,50.0
82303591,176563000032,176563000032,1,,,8,2,,,,,,,,,,,18,30.0,46,92,119,72.12,6,100.0,8,80,7,70,24,96,17,62.96,7,70,4,66.67
82304895,176563000032,176563000032,1,,,8,2,,,,,,,,,,,28,46.67,43,86,61,36.97,5,83.33,9,90,7,70,17,68,16,59.26,10,100,4,66.67
82305156,176563000032,176563000032,1,,,8,2,,,,,,,,,,,41,68.33,38,76,74,44.85,4,66.67,7,70,6,60,16,64,15,55.56,5,50,1,16.67
82313857,376563001844,376563001844,0,7.0,0.0,9,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,16,26.67,22,44,41,24.85,6,100.0,5,50,6,60,14,56,15,55.56,5,50,2,33.33
82315858,225126000288,225126000288,1,9.0,0.0,9,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,43,71.67,30,60,42,25.45,3,50.0,4,40,1,10,15,60,9,33.33,5,50,1,16.67
82316658,395001800056,395001800056,0,10.0,0.0,9,2,URBANO,0.0,1.0,E,0.9830508474576272,,,,,,12,20.0,20,40,33,20.0,1,16.67,6,60,2,20,7,28,6,22.22,4,40,5,83.33
82320433,176563000032,176563000032,1,,,8,1,,,,,,,,,,,11,18.33,35,70,53,32.12,3,50.0,9,90,8,80,23,92,27,100.0,9,90,3,50.0
82321569,176563000032,176563000032,1,,,8,2,,,,,,,,,,,16,26.67,34,68,68,41.21,2,33.33,8,80,6,60,24,96,16,59.26,4,40,2,33.33
82323760,176563000032,176563000032,1,,,8,2,,,,,,,,,,,48,80.0,50,100,103,62.42,5,83.33,8,80,8,80,24,96,16,59.26,5,50,4,66.67
82325743,176563000032,176563000032,1,,,8,2,,,,,,,,,,,55,91.67,47,94,116,70.3,5,83.33,9,90,7,70,18,72,19,70.37,9,90,5,83.33
82326262,176563000032,176563000032,1,,,8,2,,,,,,,,,,,12,20.0,48,96,154,93.33,2,33.33,8,80,6,60,22,88,16,59.26,5,50,5,83.33
82326768,176563000032,176563000032,1,,,8,1,,,,,,,,,,,19,31.67,32,64,83,50.3,1,16.67,6,60,7,70,23,92,19,70.37,5,50,4,66.67
82327167,176563000032,176563000032,1,,,9,2,,,,,,,,,,,25,41.67,43,86,99,60.0,5,83.33,7,70,6,60,24,96,16,59.26,8,80,4,66.67
82327394,168001001921,168001001921,0,6.0,0.0,8,1,URBANO,0.0,0.0,C,94.74079980653809,-3.9957939353472796,5252.0,2.0,0.0,4.0,5,8.33,29,58,80,48.48,1,16.67,8,80,4,40,24,96,17,62.96,5,50,3,50.0
82337532,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,6,10.0,34,68,86,52.12,3,50.0,9,90,8,80,23,92,22,81.48,10,100,4,66.67
82343194,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,19,31.67,28,56,83,50.3,3,50.0,8,80,6,60,16,64,16,59.26,3,30,0,0.0
82345901,225126000288,225126000288,1,9.0,0.0,9,2,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,21,35.0,33,66,56,33.94,6,100.0,9,90,7,70,22,88,16,59.26,10,100,6,100.0
82346417,119001003981,119001003981,1,5.0,0.0,9,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,7,11.67,22,44,62,37.58,2,33.33,9,90,6,60,25,100,17,62.96,5,50,1,16.67
82346965,176563000032,176563000032,1,,,9,2,,,,,,,,,,,22,36.67,43,86,100,60.61,5,83.33,7,70,6,60,25,100,17,62.96,5,50,3,50.0
82347063,176563000032,176563000032,1,,,9,2,,,,,,,,,,,26,43.33,29,58,62,37.58,3,50.0,8,80,7,70,17,68,12,44.44,8,80,4,66.67
82347087,376563001844,376563001844,0,7.0,0.0,8,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,12,20.0,18,36,30,18.18,4,66.67,7,70,4,40,19,76,10,37.04,5,50,1,16.67
82348963,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,7,11.67,41,82,82,49.7,6,100.0,9,90,9,90,25,100,21,77.78,8,80,4,66.67
82353157,176563000032,176563000032,1,,,8,1,,,,,,,,,,,39,65.0,50,100,95,57.58,3,50.0,8,80,8,80,25,100,18,66.67,6,60,4,66.67
82353988,225126000288,225126000288,1,9.0,0.0,9,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,9,15.0,37,74,85,51.52,6,100.0,7,70,5,50,16,64,9,33.33,3,30,1,16.67
82360965,125754002066,125754002066,1,11.0,1.0,9,2,URBANO,0.0,0.0,C,96.69445516527318,-0.7963177379537711,3021.0,3.0,0.0,4.0,15,25.0,36,72,75,45.45,5,83.33,8,80,6,60,23,92,18,66.67,7,70,6,100.0
82361308,344430001176,344430001176,0,3.0,0.0,8,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,0,0.0,50,100,105,63.64,6,100.0,9,90,8,80,25,100,27,100.0,6,60,6,100.0
82364166,244430001635,244430001635,1,3.0,0.0,8,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,10,16.67,33,66,123,74.55,2,33.33,9,90,4,40,25,100,27,100.0,5,50,4,66.67
82367775,176563000032,176563000032,1,,,8,2,,,,,,,,,,,18,30.0,34,68,47,28.48,3,50.0,8,80,7,70,20,80,18,66.67,5,50,5,83.33
82370436,119548000251,119548000251,0,2.0,0.0,8,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,6,10.0,17,34,59,35.76,4,66.67,7,70,4,40,19,76,18,66.67,5,50,5,83.33
82371042,344430001176,344430001176,0,3.0,0.0,8,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,0,0.0,50,100,94,56.97,6,100.0,10,100,6,60,25,100,25,92.59,7,70,6,100.0
82371262,344430001176,344430001176,0,3.0,0.0,8,1,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,14,23.33,49,98,90,54.55,3,50.0,6,60,7,70,24,96,17,62.96,7,70,6,100.0
82371400,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,50,100,102,61.82,3,50.0,8,80,4,40,25,100,27,100.0,9,90,5,83.33
82372312,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,12,20.0,50,100,134,81.21,6,100.0,8,80,7,70,25,100,27,100.0,8,80,6,100.0
82373033,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,5,8.33,50,100,46,27.88,6,100.0,9,90,8,80,25,100,25,92.59,9,90,4,66.67
82375086,344430001176,344430001176,0,3.0,0.0,8,1,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,0,0.0,0,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0.0,0,0,0,0.0
82383487,344430001176,344430001176,0,3.0,0.0,8,2,URBANO,0.0,0.0,A,99.56896551724138,,301.0,1.0,0.0,4.0,24,40.0,50,100,103,62.42,4,66.67,4,40,4,40,24,96,20,74.07,5,50,2,33.33
82385246,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,50,100,55,33.33,3,50.0,3,30,3,30,17,68,14,51.85,4,40,2,33.33
82391945,225126000288,225126000288,1,9.0,0.0,9,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,12,20.0,46,92,109,66.06,3,50.0,8,80,8,80,17,68,17,62.96,3,30,6,100.0
82392062,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,12,20.0,40,80,118,71.52,5,83.33,10,100,9,90,25,100,22,81.48,10,100,6,100.0
82392153,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,18,30.0,49,98,117,70.91,5,83.33,9,90,8,80,20,80,13,48.15,5,50,5,83.33
82392742,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,23,38.33,48,96,104,63.03,5,83.33,8,80,6,60,19,76,18,66.67,8,80,5,83.33
82392939,225126000288,225126000288,1,9.0,0.0,9,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,20,33.33,32,64,85,51.52,6,100.0,10,100,7,70,25,100,17,62.96,9,90,5,83.33
82394279,376563001844,376563001844,0,7.0,0.0,9,1,URBANO,0.0,1.0,D,97.61904761904762,,96.0,2.0,0.0,2.0,19,31.67,19,38,37,22.42,4,66.67,6,60,5,50,16,64,13,48.15,6,60,2,33.33
82394692,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,21,35.0,47,94,99,60.0,4,66.67,8,80,4,40,18,72,13,48.15,6,60,5,83.33
82395035,125126000232,125126000232,0,9.0,0.0,8,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,12,20.0,45,90,86,52.12,6,100.0,9,90,9,90,24,96,23,85.19,10,100,6,100.0
82395089,225126000288,225126000288,1,9.0,0.0,9,2,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,26,43.33,39,78,84,50.91,5,83.33,5,50,4,40,14,56,15,55.56,6,60,3,50.0
82395576,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,13,21.67,43,86,106,64.24,5,83.33,10,100,9,90,25,100,18,66.67,9,90,6,100.0
82395742,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,12,20.0,43,86,94,56.97,6,100.0,8,80,5,50,15,60,17,62.96,6,60,6,100.0
82395755,166001002215,166001002215,1,,,9,1,,,,,,,,,,,6,10.0,50,100,83,50.3,5,83.33,4,40,9,90,25,100,16,59.26,6,60,2,33.33
82396747,225126000288,225126000288,1,9.0,0.0,8,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,20,33.33,31,62,58,35.15,6,100.0,6,60,5,50,17,68,18,66.67,4,40,6,100.0
82398529,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,9,15.0,49,98,84,50.91,4,66.67,9,90,7,70,25,100,14,51.85,10,100,5,83.33
82399574,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,20,33.33,48,96,115,69.7,5,83.33,9,90,7,70,23,92,12,44.44,8,80,5,83.33
82399604,125126000232,125126000232,0,9.0,0.0,8,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,17,28.33,49,98,77,46.67,4,66.67,7,70,5,50,25,100,21,77.78,6,60,5,83.33
82399686,176563000032,176563000032,1,,,9,1,,,,,,,,,,,22,36.67,47,94,84,50.91,4,66.67,10,100,8,80,24,96,15,55.56,7,70,3,50.0
82400141,125126000232,125126000232,0,9.0,0.0,8,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,17,28.33,26,52,76,46.06,3,50.0,9,90,7,70,14,56,13,48.15,6,60,4,66.67
82401165,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,19,31.67,47,94,111,67.27,6,100.0,10,100,9,90,25,100,26,96.3,10,100,6,100.0
82401393,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,12,20.0,35,70,74,44.85,4,66.67,9,90,8,80,20,80,13,48.15,9,90,4,66.67
82401611,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,6,10.0,47,94,88,53.33,4,66.67,7,70,6,60,15,60,12,44.44,5,50,4,66.67
82402285,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,10,16.67,19,38,45,27.27,3,50.0,8,80,6,60,15,60,10,37.04,7,70,1,16.67
82404430,225126000288,225126000288,1,9.0,0.0,9,2,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,39,65.0,40,80,82,49.7,5,83.33,9,90,8,80,25,100,17,62.96,9,90,5,83.33
82407427,125126000232,125126000232,0,9.0,0.0,9,1,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,8,13.33,20,40,46,27.88,5,83.33,7,70,6,60,14,56,15,55.56,9,90,1,16.67
82408215,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,44,88,81,49.09,1,16.67,6,60,4,40,16,64,14,51.85,5,50,5,83.33
82415083,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,20,33.33,41,82,108,65.45,4,66.67,8,80,7,70,24,96,16,59.26,10,100,5,83.33
82416890,119001001474,119001001474,0,5.0,0.0,9,2,URBANO,0.0,0.0,D,98.90026346892544,-1.8498227124987636,1094.0,1.0,0.0,4.0,10,16.67,42,84,127,76.97,5,83.33,10,100,7,70,24,96,26,96.3,5,50,5,83.33
82421221,119548000251,119548000251,0,2.0,0.0,8,2,URBANO,0.0,0.0,D,90.9504481706702,0.9777490020274087,1230.0,2.0,0.0,4.0,11,18.33,17,34,44,26.67,5,83.33,8,80,7,70,18,72,13,48.15,9,90,1,16.67
82432287,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,4,6.67,34,68,118,71.52,1,16.67,8,80,3,30,16,64,15,55.56,9,90,1,16.67
82432683,244430001635,244430001635,1,3.0,0.0,8,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,9,15.0,42,84,87,52.73,4,66.67,6,60,2,20,19,76,20,74.07,8,80,2,33.33
82433847,244430001635,244430001635,1,3.0,0.0,8,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,30,60,45,27.27,3,50.0,4,40,4,40,19,76,21,77.78,6,60,4,66.67
82436130,244430001635,244430001635,1,3.0,0.0,8,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,13,21.67,41,82,68,41.21,2,33.33,7,70,6,60,25,100,18,66.67,6,60,6,100.0
82436475,244430001635,244430001635,1,3.0,0.0,9,2,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,43,86,115,69.7,6,100.0,8,80,5,50,15,60,16,59.26,4,40,5,83.33
82438211,244430001635,244430001635,1,3.0,0.0,8,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,6,10.0,37,74,71,43.03,4,66.67,7,70,3,30,24,96,25,92.59,10,100,4,66.67
82438277,244430001635,244430001635,1,3.0,0.0,8,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,0,0.0,50,100,102,61.82,6,100.0,7,70,7,70,24,96,18,66.67,6,60,3,50.0
82439239,125126000232,125126000232,0,9.0,0.0,9,2,URBANO,0.0,0.0,C,99.6775010686554,-0.269636283652261,1346.0,3.0,0.0,4.0,7,11.67,38,76,72,43.64,4,66.67,5,50,7,70,23,92,19,70.37,5,50,2,33.33
82444290,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,16,26.67,35,70,79,47.88,4,66.67,9,90,9,90,25,100,16,59.26,8,80,1,16.67
82660008,225126000288,225126000288,1,9.0,0.0,8,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,13,21.67,39,78,78,47.27,5,83.33,7,70,6,60,25,100,20,74.07,3,30,5,83.33
82683153,119001003981,119001003981,1,5.0,0.0,8,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,11,18.33,42,84,76,46.06,4,66.67,8,80,8,80,25,100,21,77.78,7,70,4,66.67
82702518,225126000288,225126000288,1,9.0,0.0,9,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,10,16.67,22,44,52,31.52,5,83.33,6,60,6,60,12,48,11,40.74,5,50,3,50.0
82718975,176563000032,176563000032,1,,,8,1,,,,,,,,,,,13,21.67,47,94,75,45.45,4,66.67,9,90,9,90,17,68,19,70.37,6,60,3,50.0
82730750,244430001635,244430001635,1,3.0,0.0,9,1,URBANO,0.0,0.0,A,98.51917361165148,-1.3372213277041851,1015.0,3.0,0.0,4.0,1,1.67,41,82,103,62.42,6,100.0,8,80,7,70,25,100,23,85.19,9,90,6,100.0
82732110,119001003981,119001003981,1,5.0,0.0,8,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,7,11.67,17,34,40,24.24,6,100.0,7,70,5,50,18,72,14,51.85,5,50,3,50.0
82734350,119001003981,119001003981,1,5.0,0.0,9,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,19,31.67,38,76,78,47.27,2,33.33,4,40,6,60,15,60,14,51.85,7,70,1,16.67
82735597,225126000288,225126000288,1,9.0,0.0,8,1,URBANO,0.0,0.0,C,96.12225747971851,-0.2618497373351687,901.0,2.0,0.0,4.0,12,20.0,47,94,103,62.42,5,83.33,9,90,9,90,25,100,26,96.3,9,90,6,100.0
82744325,176563000032,176563000032,1,,,8,1,,,,,,,,,,,9,15.0,48,96,104,63.03,3,50.0,6,60,4,40,18,72,14,51.85,5,50,3,50.0
82747776,125754002066,125754002066,1,11.0,1.0,9,2,URBANO,0.0,0.0,C,96.69445516527318,-0.7963177379537711,3021.0,3.0,0.0,4.0,26,43.33,31,62,86,52.12,5,83.33,8,80,4,40,20,80,21,77.78,7,70,4,66.67
82752528,119001003981,119001003981,1,5.0,0.0,8,1,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,9,15.0,33,66,70,42.42,2,33.33,6,60,6,60,16,64,15,55.56,6,60,3,50.0
82753037,119001003981,119001003981,1,5.0,0.0,8,2,URBANO,0.0,0.0,D,96.70943209628567,3.694207178719765,1399.0,3.0,0.0,4.0,5,8.33,45,90,76,46.06,1,16.67,2,20,7,70,14,56,14,51.85,5,50,2,33.33
82769922,208573000072,208573000072,1,8.0,0.0,8,2,RURAL,1.0,0.0,A,99.37625004866297,0.8621434479534713,526.0,2.0,0.0,4.0,51,85.0,36,72,42,25.45,2,33.33,9,90,4,40,15,60,26,96.3,5,50,2,33.33
